Production Budget,Domestic Gross
1000000,1067481
68000000,71069884
18000000,96493426
5000000,5308707
2100000,881824
93000000,181166115
46000000,93607673
12000000,450594
6000000,3067312
5500000,6217849
100000000,180011740
400000,44452
90000000,84052762
80000000,69772969
80000000,38311134
3000000,8823109
15000000,7219578
48000000,50315140
57000000,25528495
48000000,56607223
35000000,13264986
6500000,64148
1000000,113433
28000000,8434601
26000000,7496522
22000000,30059386
17000000,19693891
13000000,5002310
10000000,37904175
5000000,16017403
1000000,17127
87000000,165092266
22000000,19351569
42000000,24375436
12000000,146028
10000000,11560259
10000,673780
40000000,70836296
35000000,23483357
100000,1358
22000000,17951431
21000000,40222729
22000000,6047691
8500000,4273372
50000000,54997476
31000000,24185781
28000000,45172250
2000000,638227
70000000,13596911
30000000,145096820
17000000,96522687
1500000,378176
60000000,18208078
47000000,29781453
35000000,31598308
10000000,7316658
19000000,41867960
18000000,15652637
10000000,4365455
10000000,226792
4500000,1472801
22000000,14252830
16000000,27087695
7000000,23247539
41000000,56083966
137000000,32131830
4000000,10097096
125000000,317575550
6000000,2025238
90000000,62362560
35000000,33422806
11000000,13906394
1000000,2402459
1700000,35930604
40000000,58855732
38000000,623374
30000000,10965209
24000000,29823162
13000000,91038276
75000000,41523271
11000000,23978402
70000000,100614858
28000000,52353636
15000000,37882551
7000000,4720371
5500000,5580479
109000000,315544750
78000000,170708996
72000000,27796042
38000000,22770864
25000000,80936232
12000000,31155435
109000000,58183966
48000000,47095453
35000000,11405825
18000000,41300105
4000000,31273922
95000000,108638745
22000000,40270895
13000000,4919896
11000000,4814244
500000,1250798
70000000,78120196
17000000,37939782
160000,32092
70000000,33561137
65000000,139225854
32000000,81150692
42000000,35228696
40000000,54228104
15000000,673414
11000000,41227069
10000000,16033556
70702619,227969295
16000000,40363530
3000000,19184820
2000000,2512846
70000000,19076815
36000000,71026631
20000000,48430258
12000000,37188667
12000000,2326407
1200000,18492362
60000000,43061982
60000000,30063805
35000000,30307804
4500000,92723
1200000,13876974
1100000,247740
139000000,403706375
16000000,4839383
10000000,6044618
140000000,190418803
30000000,51432423
25000000,11411644
1500000,7025722
85000000,37948765
65000000,176387405
35000000,40119709
5000000,13649881
54000000,81676888
12000000,10198766
1500000,119841
50000000,8355815
48000000,95308367
26000000,36985501
22000000,75600072
40000000,6114237
78000000,92955420
14000000,25571351
12000000,378650
60000000,90580000
50000000,31874869
5000000,241438208
1500000,1222889
40000000,14448589
18000000,676698
14000000,13121555
400000,1293295
45000000,7262288
42000000,41543207
6000000,21305259
6000000,54606
115000000,310676740
27000000,40803000
5500000,56653
1500000,406035
15000000,8378141
80000000,73215310
46000000,67263182
38000000,39177215
3000000,3287435
2100000,313436
68000000,118471320
25000000,38230435
40000000,22433915
10000000,28564995
35000000,6630252
60000000,32122249
20000000,1190018
18500000,22498520
3500000,17504595
115000000,40914068
84000000,153294164
60000000,121468960
12000000,1779284
102000000,132024714
80000000,145771527
15600000,13571817
5600000,3064356
50000000,126293452
10000000,13684949
250000,4210379
70000000,30157016
27000000,69586544
38000000,85846296
8000000,14018296
30000000,17266505
120000000,64956806
90000000,35168966
300000,16892
150000,2891288
63000000,213117789
20000000,16988996
85000000,40048332
70000000,18990542
15000000,47811275
80000000,56684819
14000000,25482931
7500000,4239767
50000000,52752475
41000000,116724075
13500000,15901849
100000000,4411102
30000000,40118420
25000000,10103647
12000000,31597131
29000000,16930185
20000000,12398628
40000000,13208023
70000000,141930000
50000000,26199517
800000,881950
25000000,13973532
12000000,75781642
9000000,4777465
7500000,206400
70000000,14294842
55000000,79161
35000000,18306166
30000000,6916869
19000000,10049886
10000000,30306281
8000000,3076425
4000000,4046737
60000000,50586000
38000000,127214072
21000000,6830957
15300000,81525
950000,814666
13000000,28972187
200000,174682
200000,162605
48000000,129094024
27000000,5204007
25000000,10719367
7000000,2062066
3000000,5853194
20000000,30113491
15000000,22723
12000000,25885000
9000000,184255
5000000,64282312
825000,1500711
18000000,41059716
25000000,17791031
21000000,25296447
16000000,16357770
15000000,19161999
15000000,11660180
10000000,598645
8000000,27362712
4000000,6525762
3000000,21576018
100000000,261987880
25000000,15567860
15500000,1693000
1800000,5719000
750000,47329
350000,9118
142000000,160942139
20000000,12987647
12500000,14060950
10000000,33253609
100000000,38120554
47000000,14970038
40000000,4835968
17000000,12840842
7000000,6199600
45000000,66790248
43000000,24430272
11000000,13110448
80000000,104054514
15000000,30259652
12500000,28436931
500000,307631
60000000,43254409
55000000,93932896
30000000,65005217
20000000,56398162
1000000,703
94000000,342548984
12500000,21078145
4500000,13084595
97000000,77730500
60000000,93354918
25000000,40108697
7500000,10465659
6000000,267194
52000000,164606800
45000000,3681811
35000000,32519322
30000000,170687518
25000000,41675994
10000000,1562800
4000000,17639
1000000,213137
29000000,16007718
170000000,150358296
55000000,104354205
54000000,6087542
60000000,66723216
20000000,15543862
3300000,7563397
14000000,274299
7000000,32539681
26000000,46896664
11000000,3051221
500000,1111615
30000000,3517797
125000000,214949694
15000000,42734455
10000000,1011054
1000000,464126
60000000,26483452
25000000,90639088
80000000,102543518
20000000,47901582
7000000,254683
1000000,549666
55000000,12882934
50000000,19694635
24000000,75155000
15000000,9237470
25000000,34657731
10000000,1641788
4000000,563711
50000000,41083108
20000000,81261177
5800000,230312
5500000,1060512
2500000,2013052
500000,5801558
103000,16137
55000000,34234008
25000000,47545060
20000000,6882696
4500000,410241
68000000,33685268
15000000,8586376
5900000,3895664
1200000,58936
85000000,31111260
50000000,26599248
35200000,37788228
800000,2073984
1200000,3700000
36000000,26500000
25000000,35990505
11000000,46566212
3000000,2255000
7800000,10130108
52000000,23010607
9000000,6126237
6000000,17583468
28000000,11689053
20000000,67383924
15000000,34308901
4500000,181655
28000000,52131264
20000000,121972
17500000,325491
15000000,12212417
15000000,220944
4000000,3816594
35000000,7659747
17000000,22734486
150000000,139270910
140000000,111110575
18000000,30272254
1100000,39659
150000000,281553689
81000000,242704995
94000000,380529370
60000000,106126012
10000000,15417771
76000000,127120058
5500000,3031801
4300000,20779666
26000000,110222438
75000000,30207785
30000000,26214846
25000000,39402572
7000000,196067
5000000,121016
137000000,132177234
30000000,14208384
12000000,4922166
9000000,454255
120000000,100814328
8000000,45064915
50000000,105807520
50000000,60470220
1750000,145540
75000000,43632458
20000000,132675402
6500000,6173485
5400000,792200
45000000,59472278
32000000,173398518
130000000,138540870
45000000,28013509
16000000,14108518
10000000,8112414
2000000,37227
7500000,533344
90000000,65653758
86000000,120277854
40000000,111760631
15000000,353743
4000000,146402
70000000,116877597
30000000,90135191
26000000,58331254
25000000,82622655
2000000,6003587
2000000,4601043
41000000,22108977
20000000,1646664
14000000,15549702
1000000,280351
25000000,35623801
5000000,742898
500000,254293
60000000,104148781
5000000,8460000
125000000,305411224
30000000,42070939
22000000,51970690
18000000,3203044
1000000,1239183
85000000,47641743
40000000,9652000
35000000,5781086
18000000,43601508
11000000,4068087
2500000,432360
19000000,56127162
500000,13134
60000000,35327628
55000000,70098138
17000000,37667746
7000000,10199354
6000000,181798
70000000,66432867
17000000,1569918
9000000,80571655
300000,2528664
12000000,4717455
60000000,4426297
45000000,110000082
35000000,52333738
8000000,336456
3000000,1266955
6000000,2207975
56000000,135560942
7000000,12634962
800000,58163
250000,3802390
78000000,66465204
1900000,1420578
500000,19800
135000000,93926386
80000000,20950820
300000,7718961
109000000,101018283
40000000,59588068
20000000,16248701
90000000,75817994
80000000,19480739
65000000,26900336
18000000,60060328
4000000,8291572
2000000,7301288
5600000,32543449
29000000,56330657
4000000,44585453
2000000,1660865
1500000,21158188
80000000,124685242
55000000,33832741
27000000,765637
12000000,11634362
94000000,377845905
65000000,63803100
16500000,13005485
10000000,31011616
1300000,77755
5000000,34469210
100000000,48417850
80000000,95632614
60000000,53789313
40000000,138614544
15000000,2281585
7000,900
23000000,16123851
75000000,161412000
60000000,74541707
22000000,12784713
3000000,6879730
42000000,88073507
40000000,21176322
10000000,6491969
24000000,16980098
13000000,57924679
2000000,4593598
50000000,6471394
8000000,40066497
850000,833118
500000,1127331
110000000,50026353
60000000,59623958
56000000,46213824
30000000,28165882
10000000,488872
2000000,5792822
75000000,120776832
39000000,5881504
26000000,14469428
25000000,17718223
15000000,29331068
10400000,1610194
25000000,370782930
50000000,25195050
8500000,5001655
6400000,4063859
5000000,84733
30000000,13001257
20000000,15712072
16000000,11540112
12500000,1110186
6700000,223878
35000000,33987757
12000000,11050094
28000000,58990765
20000000,34366518
20000000,2353728
35000000,39692139
35000000,25266129
25000000,84185387
130000000,249538952
55000000,66207920
33000000,33664370
20000000,8047525
60000000,77906816
30000000,57139723
8500000,298347
3400000,493905
32000000,17848322
30000000,14334645
20000000,13548322
18000000,86047227
17000000,2694071
78000000,67286731
60000000,88200225
92000000,261441092
40000000,13395939
150000000,133298577
9000000,12232382
70000000,441226247
125000000,186740799
50000000,37485528
16000000,13922211
5000000,8886160
10000,1987
28000000,64378093
18000000,65070412
18000000,16703799
15000000,501752
4000000,10941801
100000,110536
60000000,100170152
30000000,20422207
7500000,197148
780000,1310470
500000,30500882
400000,592014
110000000,24004159
75000000,77073959
30000000,114326736
20000000,69148997
6000000,119114517
72000000,19176754
30000000,81001787
15000000,13337299
200000000,373524485
12000000,31203964
170000000,120150546
40000000,14018364
800000,62544
65000,11529368
90000000,51877963
105000000,144801023
19000000,51438175
4600000,3479302
3200000,6529624
100000000,40202379
85000000,176087450
6500000,1029017
2500000,26782316
80000000,65948711
71682975,114197520
55000000,6768055
9000000,18225165
30000000,61255921
15000000,10411980
7000,424760
65000000,52397389
70000000,80281096
20000000,19762690
78000000,41814863
30000000,58156435
500000,603951
27000000,8712564
25000000,31526393
20000000,9109322
17000000,53652140
10000000,366301
23000000,12189514
12000000,17321573
92000000,22406362
35000000,22913677
30000000,16323969
25000000,14589444
6800000,25032
25000000,84136909
10000000,9408183
2600000,2276368
70000000,37760080
35000000,16862585
30000000,21800302
1400000,36830
50000000,66711892
40000000,463730
30000000,9055010
5000000,13542874
1000000,227241
50000000,50740078
45000000,32003620
200000,126021
11000000,3753806
170000000,194949659
110000000,125531634
50000000,24006726
400000,31425
40000000,57887882
20000000,32774834
18000000,7739049
10000000,70527
17000000,71502303
10000000,110359362
5000000,1082044
200000,381225
40000000,75305995
20000000,5005899
1200000,55968727
120000000,57712751
100000000,59475623
50000000,75367693
400000,44540956
45000000,95149435
100000000,173005002
30000000,85416609
5000000,5211842
155000000,34297191
50000000,73701902
7500000,3347647
55000000,6167817
5500000,3629758
40000000,47958031
26000000,23514247
57000000,28328132
50000000,40203020
29000000,17016190
25000000,51676606
11000000,10214647
7000000,2938532
30000000,100492203
110000000,102608827
100000000,118627117
75000000,42044321
75000000,21009180
24000000,6144806
13300000,2086345
10000000,228524
60000000,279167575
55000000,51225796
17500000,23519128
45000000,48114556
10600000,22163442
30000000,3765585
26000000,45489752
40000000,74103820
25000000,39053061
45000000,16809014
5500000,1023424
750000,41196
65000000,24409722
45000000,67264877
30000000,49772522
30000000,20040895
20000000,82674398
425000,12604
25000000,51100486
20000000,5178569
5000000,16670
70000,4930
80000000,1900451
32000000,43095856
25000000,5654777
55000000,25857987
100000000,17018422
75000000,75976178
15000000,32647042
13500000,5501940
50000000,19699706
35000000,19294901
5500000,50406346
88000000,61649911
25000000,11273517
1000000,2678010
50000000,75941727
25000000,24381334
20000000,468867
1000000,3700
60000000,48478006
35000000,68915888
3500000,96793
3000000,707391
1500000,712294
25000000,36351350
20000000,46752382
15000000,31726995
75000000,55849401
56000000,113006880
28500000,6301131
4600000,1340891
72000000,62647540
60000000,135386665
1600000,3264
18500000,65233369
2000000,388532
2000000,120620
90000000,72708161
25000000,21835784
25000000,4008527
20000000,375474
15500000,517262
60000000,26873932
45000000,51019112
1400000,304124
30000,77070
53000000,80270227
12000000,1442338
6800000,49526
5200000,795126
1100,181041
30000000,56068547
1500000,7372734
45000000,82931301
45000000,52842724
43000000,24537621
27000000,4476235
6500000,2339957
500000,8117961
115000000,380270577
82000000,158119460
75000000,193595521
2500000,1187266
110000000,47398413
35000000,32064800
7303082,55334418
300000,10514
150000000,205343774
10000000,16535005
2000000,3885134
1700000,1000915
50000000,66010682
80000000,63313159
18975000,20700082
3400000,77437223
1700000,396035
700000,3278611
132000000,234280354
10000000,56094360
1800000,506793
200000,6260
20000000,22991379
7000000,31501218
1125000,16124543
25000000,5128124
5000,1338
150000000,206459076
40000000,209218368
300000,87264
250000,49772
120000000,35818913
35000000,32868349
7000000,17044981
2800000,22202809
250000,191862
138000000,32116746
35000000,63939454
35000000,43894863
145000000,68671925
40000000,42071069
20000000,17104669
87500000,154696080
60000000,25473093
350000,1531154
30000000,3102550
35000000,19478106
26000000,109449237
26000000,57891803
80000000,37899638
30000000,15007991
9000000,1069318
25500000,33579798
30000000,8535575
20000000,8330720
18000000,75072454
200000,44701
40000000,30981850
180000000,291710957
85000000,57010853
20000000,11036366
13900000,83043761
1300000,100358
58000000,48318130
42000000,24149632
25000000,881745
20000000,7535331
4000000,1328679
1000000,10047674
1000000,49000
65000000,2070920
55000000,89706988
32000000,31493782
30000000,53359111
10000000,17380866
8000000,23106
1600000,129319
1500000,75828
50000000,18782227
39000000,25514517
25000000,15331289
12000000,870067
7000000,28750530
4000000,864959
3000000,4655
110000000,186336279
50000000,39177684
27000000,12834849
24000000,4710455
24000000,49981
2850000,3681066
400000,423
54000000,26850426
50000000,10169202
25000000,872142
18000000,29511112
70000000,28212337
32000000,33022286
30000000,18324242
15000000,4235837
7500000,10284523
6500000,2025032
500000,4134
80000000,45575336
20000000,12482775
5000000,87025093
55000000,177784257
20000000,18098433
7000000,6601079
2000000,691880
80000000,128200012
75000000,34636443
12000000,18761993
65000000,28045540
28000000,38372662
22000000,36020063
150000000,290013036
29000000,119519402
50000000,50824620
45000000,53359917
40000000,29077547
22000000,4835065
60000000,10166502
40000000,47907715
30000000,74494381
22000000,22400154
207000000,218080025
15000000,5027684
45000000,19398532
18000000,60062868
140000000,110550000
60000000,82571173
16000000,1669971
75000000,47379090
8000000,3647381
70000000,42996140
30000000,12712093
1100000,16186348
15000000,23089926
10000000,12589255
12000000,27838408
5600000,7009668
2700000,2217561
2400000,444093
30000,103509
35000000,37629831
10000000,7027762
45000000,38399961
30000000,42647449
17500000,51386611
45000000,62318875
10000000,11748661
1000000,9015303
40000000,70165972
25000000,47279279
14200000,74205
7900000,672243
5300000,2197694
4750000,1253413
1600000,145382
52000000,118703275
15000000,1200216
10000000,2893666
15000,194523
400000,1692693
40000000,81612565
20000000,48548426
4200000,1502188
3500000,107492
20000000,7578946
17000000,6855137
10000000,63257940
3000000,2912606
15000000,47860214
45000000,36895141
30000000,18522064
22000000,1054361
12000000,18597342
3000000,11718595
149000000,64665672
18000000,128505958
9400000,12899867
3700000,26403
50000000,70511035
25000000,33889159
13000000,1173673
7500000,24793509
3000000,95204
50000000,88634237
20000000,23086480
17000000,15680099
2900000,3127472
500000,154187
75000000,195330621
70000000,5946136
17000000,21170563
15250000,7802450
2500000,349132
450000,2075743
4500000,211667
73000000,148213377
51000000,72779000
8000000,12671300
7000000,26024456
4000000,7836393
2000000,1985292
80000000,37384046
40000000,90710620
950000,1024640
60000000,36280697
50000000,46982632
17000000,7314027
1000000,884
55000000,71724497
20000000,26910736
18000000,31567134
9600000,2484186
8000000,18848430
3000000,5529144
12000,1336
10000,138711
150000000,133501348
30000000,669625
20000000,1903434
15000000,8117637
14000000,16298046
8000000,568932
9000000,16235738
125000000,217536138
80000000,155019340
8000000,15032800
1000000,24146161
210000000,234362462
7000,70071
25000000,2405420
12000000,196857
5000000,6090172
4800000,47326473
25000000,54607383
90000000,132384315
16000000,39517763
14000000,5463019
10000000,28444855
3000000,252726
85000000,62615510
60000000,28426747
40000000,52330111
32000000,80197993
500000,3121270
82500000,137355633
10000000,1430721
2000000,5361
232000000,200120000
2000000,2072645
1000000,1678874
250000,51540
35000000,124740460
35000000,59843754
30000000,34742066
27000000,22495466
6500000,13368437
3000000,7061128
1300000,4055
225000000,423315812
20000000,5501616
1000000,144601
64000000,58636047
54000000,75802010
10000000,131719
5000000,418689
75000000,73661010
75000000,42285169
30000000,22530295
5000000,24148068
200000,7033
8000000,59891098
135000000,63478838
45000000,28142535
4000000,10525717
20000000,23364784
5700000,12044087
2000000,199176
100000000,57377916
85000000,63280000
40000000,50866635
25000000,16655224
33000000,34020814
16500000,39868642
9000000,1530535
8000000,54702
40000000,57806952
17500000,19185184
15000000,12669914
900000,381420
300000,255923
70000000,244082982
10000000,20342852
65000000,70278893
60000000,22672813
30000000,38432823
2800000,475000
60000000,13090630
55000000,7221458
18000000,70644
11000000,72778712
6000000,4670644
3200000,56131
6000000,17606684
85000000,85105259
70000000,55011732
20000000,17807569
100000,10178331
15000000,56441711
80000000,82226474
50000000,58640119
50000000,48751189
25000000,54098051
2000000,12667
60000000,61123569
50000000,88715192
17000000,41778863
35000000,7459300
30000000,40435190
16800000,223202
11000000,355968
6000000,119452
2000000,3337931
40000000,659210
20000000,39143839
20000000,37442180
20000000,13395961
15000000,18844784
13000000,1151330
4700000,239962
350000,84689
53000000,33602376
40000000,53089891
40000000,15962471
15000000,21000147
12000000,6860000
20000000,34302837
14000000,4299773
10000000,80238724
35000000,11989328
20500000,20264436
12000000,65328121
10750000,3275443
3750000,539285
700000,2697938
450000,379418
102000000,167365000
85000000,198000317
14000000,11242801
12000000,5549923
4000000,4630045
3700000,2730296
80000000,64038616
51000000,35093569
35000000,10144010
9000000,14443
300000,33312
160000000,60674817
33000000,4283255
28000000,17326650
7000000,234750
5000000,4339241
1125000,6408
100000000,75030163
82500000,82985708
75000000,103365956
55000000,162586036
32000000,1308696
18900000,320700
24000000,70269899
19400000,8060487
13000000,13756082
45000000,6566773
6000000,3347411
110000000,250863268
65000000,43545364
76000000,35552383
27500000,17510118
63700000,2223293
30000000,3005605
16000000,37634615
3300000,19875
27500000,148761765
9000000,2956339
989000,8158
1000000,10787
20000000,39739367
17000000,35662731
15000000,3526588
39000000,42674040
16000000,35374833
7000000,1661464
85000000,33080084
60000000,168213584
15000000,9396870
1500000,19097550
151000000,319246193
150000000,126631277
100000000,130164645
27000000,7500310
40000000,50572589
120000000,115802596
25000000,82234139
32000000,35193167
13000000,11003643
10000000,20342161
35000000,43799818
130000000,227471070
25000000,13938332
16500000,18663911
5250000,769726
5000000,240425
6000000,25317
40000000,79123
20000000,47852604
14000000,12559771
8300000,1829142
60000000,47003582
35000000,54149098
20000000,19661987
15000000,20804166
8400000,1207007
1300000,635305
61000000,118594548
258000000,336530303
55000000,5755286
13000000,4857374
10000000,5490423
20000000,80818974
15500000,1237615
750000,5520368
16000000,23618786
10500000,11052958
10800000,399879
7400000,872643
47000000,15849032
21000000,36605602
20000000,8135024
2400000,1008849
40000000,25126214
1500000,194568
21500000,49033882
15000000,22441
500000,52850
7000000,143495265
150000,9445857
160000000,322719944
10000000,137221
8000000,127188
300000000,309420425
4000000,7006708
53000000,25031037
25000000,7164995
22000000,4398532
120000000,131921738
30000000,480314
20000000,25584685
8000000,298110
300000,70807
200000,1217
175000000,100289690
22500000,71985628
15000000,9176787
9000000,24538513
4000000,2426851
110000000,134529403
150000000,206445654
1900000,18435
48000000,53606916
40000000,876671
11000000,551002
10000000,900926
2000000,1134358
1500000,175281
205000000,70107728
30000000,50980159
800000,200433
85000000,119725280
75000000,118871849
40000000,3688560
2380000,327919
72500000,183135014
28000000,43107979
21600000,635733
7000000,5694308
2000000,1433319
100000000,58867694
85000000,117144465
15500000,10299782
7500000,17544812
6000000,13235267
80000000,15074191
67000000,5932060
20000000,8580428
17500000,121463226
25000000,33302167
25000000,22486409
13000000,3172382
10100000,1066555
2500000,72210
20000000,9534258
15000000,58269151
4500000,51957
50000000,27669725
2200000,388390
2000000,11284657
60000000,210614939
12000000,2201923
9000000,3438735
8500000,13610521
35000000,14998070
25000000,74273505
3000000,163069
50000000,17181265
45000000,24343673
32000000,10977721
23000000,6777741
10000000,268461
3500000,221096
45000000,50648679
30000000,3909149
25000000,35017297
20000000,18354356
16500000,11892415
72500000,47467250
22000000,90648202
15000000,4604982
12000000,214202
180000000,140125968
70000000,38634938
6400000,871577
30000000,39568996
27500000,9736045
19000000,20300218
16000000,3287315
10000000,952820
4600000,728
1000000,446165
600000,23616
10000000,63300095
3300000,8093373
20000000,18882880
15000000,28638916
8000000,458232
1500000,139084
150000000,292004738
17000000,275380
150000000,82195215
45000000,4617608
5000000,65388
85000000,127706877
25000000,31664162
20000000,4017609
17500000,39687694
13000000,49121934
13000000,25593755
9000000,6623082
14000000,5990075
8600000,14373825
80000000,15132763
14000000,61356221
55000000,16285240
28000000,28563179
15000000,55204525
12500000,5956480
150000000,256393010
55000000,217326974
20000000,15800078
250000,46026
75000000,66661095
35000000,18317151
30000000,53695808
10000000,6422
45000000,93466502
40000000,41797066
40000000,40412817
15000000,30226144
7300000,4443403
25000000,40222514
4000000,7159147
20000000,6575282
12000000,31418697
10000000,7570127
6500000,65281781
1600000,1060591
150000000,227946274
175000000,102491776
21000000,16289867
15000000,73548
1000000,2511476
2500000,13011160
30000000,76808654
25000000,80048433
22000000,20668843
4900000,15198
2000000,347578
1000000,274661
15000000,12898847
47500000,42754105
35000000,28687835
30000000,38233676
17000000,7070641
900000,1196321
186000000,318604126
40000000,46012734
7000000,2344847
2000000,1785505
92500000,71195053
82500000,81168265
17500000,58017783
7000000,32241649
6000000,7714996
2750000,952620
40000000,72266306
20000000,11175164
12000000,3950294
7500000,4151836
6250000,5488570
50000,251150
55000000,33479698
40000000,26814957
6000000,2077046
28000000,2775593
25000000,3073392
20000000,94514402
20000000,7013191
20000000,4442377
12000000,12796861
10000000,31487293
85000000,154529439
33000000,11008770
21000000,24850922
15000000,1294640
1700000,12590147
40000000,32862104
20000000,41975388
8000000,25928550
3000000,115879
850000,442638
35000000,81159365
35000000,26638520
25000000,10915744
10000000,6003262
250000,67665
20000000,26890041
58000000,31373938
37000000,48006762
25000000,17432844
10000000,866778
1000000,5505267
113500000,999811
18500000,6198883
55000000,52075270
30000000,63172463
30000000,16930884
12000000,303439
8000000,109045
500000,32033
30000000,60494212
25000000,4598506
23000000,10452
12000000,38108728
5000000,228830
45000000,15298133
6000000,36497
35000000,8050977
29000000,18622031
12000000,8195551
225000000,141621490
185000000,317023851
20000000,1031872
10000000,580862
4600000,434417
57500000,152647258
9000000,52597610
5000000,67505
130000000,215434591
90000000,100018837
18000000,5705761
8000000,1071240
27000000,44089964
26000000,87341380
5000000,4078607
137500000,134806913
60000000,64506874
200000,140016
80000000,130319208
62000000,32200122
10000000,17657973
2500000,1094998
180000000,223808164
75000000,134508551
105000000,94784201
20000000,30060660
20000000,206678
12000000,1506998
1500000,402858
150000000,180010950
40000000,12082391
28000000,67300955
12500000,9046156
8500000,140244
185000000,533345358
52000000,144130063
37000000,30105968
15000000,2203641
30000,243768
65000000,100468793
35000000,20982478
16000000,1477650
1900000,2962242
72500000,70231041
27500000,42436517
15000000,7800825
18000000,5700626
90000000,110461307
10000,401
35000000,30691439
25000000,14543943
16000000,23216709
8500000,35161554
15000000,6409528
65000000,36316032
25000000,48237389
23000000,11511323
9000000,4886216
22000000,23530831
45000000,22532572
20000000,14190901
6000000,4694491
4900000,617228
120000000,43945766
35000000,80277646
450000,13804
27000000,13848978
22000000,19528602
20000000,39263506
20000000,20211394
20000000,19219250
20000000,13252641
6537890,8744
80000000,101440743
45000000,7916887
14000000,266967
3400000,2926565
500000,33456317
67500000,39394666
38000000,7871693
37500000,9793406
12000000,31691811
200000,212989
200000,28835
32500000,34194407
300000,865695
35000000,40687294
27000000,1090947
25100000,25534493
19000000,8402485
11000000,37770162
55000000,35739802
30000000,15740721
20000000,4452423
20000000,3083538
11000000,90559416
10800000,56746769
4500000,2122085
2000000,55202
400000,655538
24000000,31457946
5000000,13442412
2500000,115504
2000000,7321
1500000,173066
240000,7484
60000000,4775656
15000000,12981269
20000000,26415649
18000000,43869350
4000000,9427026
82500000,75986503
60000000,11803254
45000000,101704370
3400000,12636
230000000,169368427
2500000,174255
150000000,114053759
37000000,192769854
1000000,7202
130000000,49554002
80000000,120146040
20000000,31841299
60000000,40081410
37000000,60355347
16000000,26902075
14000000,141319928
80000000,79366978
58000000,293708
40000000,915840
25000000,148095302
20000000,33446470
2600000,39127
6000000,26238243
60000000,50877145
54000000,69951824
50000000,97690976
160000000,127509326
90000000,83077762
80000000,110101975
60000000,143153751
60000000,19806188
2000000,2283849
45000000,22911480
16000000,31631
150000000,179883157
102500000,97104620
90000000,196573705
50000000,28644813
35000000,73034460
26000000,146336178
19000000,36843682
14000000,51545952
60000000,17303424
50000000,166003
35000000,45802315
750000,19367
25000000,145000989
8000000,16734283
3250000,3766810
23600000,75590286
18500000,18451251
15000000,13043363
7000000,9228788
50000000,25450527
17000000,65002019
12000000,3149034
6200000,1579146
20000000,17231291
17500000,90508336
50000000,9135036
500000,6840
85000000,155064265
9800000,16044025
50000000,67172594
15000000,32752215
6000000,4543320
5000000,12062558
60000000,40572825
50000000,79957634
40000000,71440011
2000000,30955
175000000,198351526
20000000,12234694
50000000,20534907
15000000,33862903
